id,instagram_user_id,username,followers,following,uploads,date
738,1,awkarin,4394324,448,5198,2019-05-01 23:20:03
739,1,awkarin,4394324,448,5198,2019-05-01 23:20:03
740,2,raditya_dika,12592298,334,4054,2019-05-01 23:25:02
741,2,raditya_dika,12592298,334,4054,2019-05-01 23:25:02
742,6,emmaafifah99,269,696,2,2019-05-01 23:30:02
743,6,emmaafifah99,269,696,2,2019-05-01 23:30:02
744,12,bryanerfandaputra,3496,684,32,2019-05-01 23:45:02
745,12,bryanerfandaputra,3496,684,32,2019-05-01 23:45:02
746,14,crmegl,328,228,20,2019-05-01 23:50:03
747,14,crmegl,328,228,20,2019-05-01 23:50:03
748,13,lambe_turah,6633099,7,6960,2019-05-01 23:55:02
749,13,lambe_turah,6633099,7,6960,2019-05-01 23:55:02
750,5,emmaafifah,1678,260,6,2019-05-02 12:10:03
751,3,milhamrk,1141,203,0,2019-05-02 12:20:03
752,8,garudarevolution,403587,904,7768,2019-05-02 12:25:03
753,9,naufalfathinn,3344,1463,171,2019-05-02 12:30:03
754,9,naufalfathinn,3345,1463,171,2019-05-02 00:25:03
755,11,undpindonesia,21738,76,1009,2019-05-02 12:40:03
756,7,jokowi,19815310,0,1308,2019-05-02 12:55:03
757,4,selaras.travel,584,1662,60,2019-05-02 11:25:02
758,10,jkt48,290025,90,697,2019-05-02 11:30:03
759,1,awkarin,4395516,448,5202,2019-05-02 11:35:02
760,2,raditya_dika,12596466,334,4057,2019-05-02 11:40:03
761,6,emmaafifah99,269,694,2,2019-05-02 11:45:03
762,12,bryanerfandaputra,3496,686,32,2019-05-02 11:50:03
763,14,crmegl,327,228,20,2019-05-02 11:55:03
764,13,lambe_turah,6634859,7,6972,2019-05-02 12:05:03
765,4,selaras.travel,584,1662,60,2019-05-02 13:25:02
766,4,selaras.travel,584,1662,60,2019-05-02 13:25:02
767,10,jkt48,290046,90,697,2019-05-02 13:30:03
768,10,jkt48,290046,90,697,2019-05-02 13:30:03
769,1,awkarin,4395719,448,5202,2019-05-02 13:35:02
770,1,awkarin,4395719,448,5202,2019-05-02 13:35:02
771,2,raditya_dika,12597201,334,4057,2019-05-02 13:45:02
772,2,raditya_dika,12597201,334,4057,2019-05-02 13:45:02
773,6,emmaafifah99,269,694,2,2019-05-02 13:50:02
774,6,emmaafifah99,269,694,2,2019-05-02 13:50:03
775,12,bryanerfandaputra,3495,685,32,2019-05-02 13:55:03
776,12,bryanerfandaputra,3495,685,32,2019-05-02 13:55:03
777,14,crmegl,326,228,20,2019-05-02 14:00:03
778,14,crmegl,326,228,20,2019-05-02 14:00:03
779,13,lambe_turah,6635059,7,6972,2019-05-02 14:10:02
780,13,lambe_turah,6635059,7,6972,2019-05-02 14:10:02
781,5,emmaafifah,1678,260,6,2019-05-02 14:15:02
782,5,emmaafifah,1678,260,6,2019-05-02 14:15:02
783,3,milhamrk,1141,203,0,2019-05-02 14:20:03
784,3,milhamrk,1141,203,0,2019-05-02 14:20:03
785,8,garudarevolution,403582,904,7768,2019-05-02 14:30:03
786,8,garudarevolution,403582,904,7768,2019-05-02 14:30:03
787,9,naufalfathinn,3345,1463,171,2019-05-02 14:35:03
788,9,naufalfathinn,3345,1463,171,2019-05-02 14:35:03
789,11,undpindonesia,21738,76,1009,2019-05-02 14:45:02
790,11,undpindonesia,21738,76,1009,2019-05-02 14:45:02
791,7,jokowi,19817702,0,1308,2019-05-02 14:55:04
792,7,jokowi,19817702,0,1308,2019-05-02 14:55:04
793,4,selaras.travel,584,1662,60,2019-05-02 15:25:02
794,4,selaras.travel,584,1662,60,2019-05-02 15:25:02
795,10,jkt48,290055,90,697,2019-05-02 15:30:03
796,10,jkt48,290055,90,697,2019-05-02 15:30:03
797,1,awkarin,4395836,448,5202,2019-05-02 15:35:02
798,1,awkarin,4395836,448,5202,2019-05-02 15:35:02
799,2,raditya_dika,12597763,334,4057,2019-05-02 15:45:02
800,2,raditya_dika,12597763,334,4057,2019-05-02 15:45:02
801,6,emmaafifah99,269,694,2,2019-05-02 15:50:03
802,6,emmaafifah99,269,694,2,2019-05-02 15:50:03
803,12,bryanerfandaputra,3495,685,32,2019-05-02 16:00:03
804,12,bryanerfandaputra,3495,685,32,2019-05-02 16:00:03
805,14,crmegl,327,228,20,2019-05-02 16:05:02
806,14,crmegl,327,228,20,2019-05-02 16:05:02
807,13,lambe_turah,6635151,7,6972,2019-05-02 16:10:02
808,13,lambe_turah,6635151,7,6972,2019-05-02 16:10:02
809,5,emmaafifah,1678,260,6,2019-05-02 16:15:02
810,5,emmaafifah,1678,260,6,2019-05-02 16:15:02
811,3,milhamrk,1141,203,0,2019-05-02 16:25:02
812,3,milhamrk,1141,203,0,2019-05-02 16:25:02
813,8,garudarevolution,403577,904,7768,2019-05-02 16:30:03
814,8,garudarevolution,403577,904,7768,2019-05-02 16:30:03
815,9,naufalfathinn,3345,1463,171,2019-05-02 16:40:03
816,9,naufalfathinn,3345,1463,171,2019-05-02 16:40:03
817,11,undpindonesia,21737,76,1009,2019-05-02 16:45:02
818,11,undpindonesia,21737,76,1009,2019-05-02 16:45:02
819,7,jokowi,19812480,0,1308,2019-05-02 17:00:03
820,7,jokowi,19812480,0,1308,2019-05-02 17:00:03
821,4,selaras.travel,583,1662,60,2019-05-02 17:30:03
822,4,selaras.travel,583,1662,60,2019-05-02 17:30:03
823,10,jkt48,290061,90,697,2019-05-02 17:35:03
824,10,jkt48,290061,90,697,2019-05-02 17:35:03
825,1,awkarin,4395861,448,5202,2019-05-02 17:40:02
826,1,awkarin,4395861,448,5202,2019-05-02 17:40:02
827,2,raditya_dika,12598026,334,4057,2019-05-02 17:45:02
828,2,raditya_dika,12598026,334,4057,2019-05-02 17:45:02
829,6,emmaafifah99,269,694,2,2019-05-02 17:50:03
830,6,emmaafifah99,269,694,2,2019-05-02 17:50:03
831,12,bryanerfandaputra,3495,685,32,2019-05-02 18:00:03
832,12,bryanerfandaputra,3495,685,32,2019-05-02 18:00:03
833,14,crmegl,327,228,20,2019-05-02 18:05:02
834,14,crmegl,327,228,20,2019-05-02 18:05:02
835,13,lambe_turah,6635204,7,6972,2019-05-02 18:10:03
836,13,lambe_turah,6635204,7,6972,2019-05-02 18:10:03
837,5,emmaafifah,1678,260,6,2019-05-02 18:15:03
838,5,emmaafifah,1678,260,6,2019-05-02 18:15:03
839,3,milhamrk,1141,203,0,2019-05-02 18:25:03
840,3,milhamrk,1141,203,0,2019-05-02 18:25:03
841,8,garudarevolution,403578,904,7768,2019-05-02 18:30:03
842,8,garudarevolution,403578,904,7768,2019-05-02 18:30:03
843,9,naufalfathinn,3345,1463,171,2019-05-02 18:40:03
844,9,naufalfathinn,3345,1463,171,2019-05-02 18:40:03
845,11,undpindonesia,21738,76,1009,2019-05-02 18:45:03
846,11,undpindonesia,21738,76,1009,2019-05-02 18:45:03
847,7,jokowi,19814142,0,1308,2019-05-02 19:05:03
848,7,jokowi,19814142,0,1308,2019-05-02 19:05:03
849,4,selaras.travel,583,1662,60,2019-05-02 19:30:03
850,4,selaras.travel,583,1662,60,2019-05-02 19:30:03
851,10,jkt48,290059,90,697,2019-05-02 19:40:02
852,10,jkt48,290059,90,697,2019-05-02 19:40:02
853,1,awkarin,4395897,448,5202,2019-05-02 19:45:02
854,1,awkarin,4395897,448,5202,2019-05-02 19:45:02
855,2,raditya_dika,12598176,334,4057,2019-05-02 19:50:03
856,2,raditya_dika,12598176,334,4057,2019-05-02 19:50:03
857,6,emmaafifah99,269,694,2,2019-05-02 19:55:04
858,12,bryanerfandaputra,3495,685,32,2019-05-02 20:00:03
859,12,bryanerfandaputra,3495,685,32,2019-05-02 20:00:03
860,14,crmegl,327,228,20,2019-05-02 20:05:03
861,14,crmegl,327,228,20,2019-05-02 20:05:03
862,13,lambe_turah,6635311,7,6972,2019-05-02 20:10:03
863,13,lambe_turah,6635311,7,6972,2019-05-02 20:10:03
864,5,emmaafifah,1677,260,6,2019-05-02 20:20:03
865,5,emmaafifah,1677,260,6,2019-05-02 20:20:03
866,3,milhamrk,1141,203,0,2019-05-02 20:25:03
867,3,milhamrk,1141,203,0,2019-05-02 20:25:03
868,8,garudarevolution,403579,904,7768,2019-05-02 20:35:03
869,8,garudarevolution,403579,904,7768,2019-05-02 20:35:03
870,9,naufalfathinn,3345,1463,171,2019-05-02 20:45:03
871,9,naufalfathinn,3345,1463,171,2019-05-02 20:45:03
872,11,undpindonesia,21742,76,1009,2019-05-02 20:50:01
873,11,undpindonesia,21742,76,1009,2019-05-02 20:50:01
874,7,jokowi,19816876,0,1308,2019-05-02 21:05:03
875,7,jokowi,19816876,0,1308,2019-05-02 21:05:03
876,4,selaras.travel,583,1662,60,2019-05-02 21:35:02
877,4,selaras.travel,583,1662,60,2019-05-02 21:35:02
878,10,jkt48,290073,90,697,2019-05-02 21:40:03
879,10,jkt48,290073,90,697,2019-05-02 21:40:03
880,1,awkarin,4396038,448,5202,2019-05-02 21:45:02
881,1,awkarin,4396038,448,5202,2019-05-02 21:45:02
882,2,raditya_dika,12598765,334,4057,2019-05-02 21:55:02
883,2,raditya_dika,12598757,334,4057,2019-05-02 21:55:02
884,6,emmaafifah99,269,694,2,2019-05-02 22:00:03
885,6,emmaafifah99,269,694,2,2019-05-02 22:00:03
886,12,bryanerfandaputra,3494,685,32,2019-05-02 22:05:02
887,12,bryanerfandaputra,3494,685,32,2019-05-02 22:05:02
888,14,crmegl,326,228,20,2019-05-02 22:10:03
889,14,crmegl,326,228,20,2019-05-02 22:10:03
890,13,lambe_turah,6635609,7,6974,2019-05-02 22:15:02
891,13,lambe_turah,6635611,7,6974,2019-05-02 22:15:02
892,5,emmaafifah,1677,260,6,2019-05-02 22:25:02
893,5,emmaafifah,1677,260,6,2019-05-02 22:25:02
894,3,milhamrk,1141,203,0,2019-05-02 22:30:03
895,3,milhamrk,1141,203,0,2019-05-02 22:30:03
896,8,garudarevolution,403575,904,7768,2019-05-02 22:40:03
897,8,garudarevolution,403575,904,7768,2019-05-02 22:40:03
898,9,naufalfathinn,3346,1463,171,2019-05-02 22:50:02
899,9,naufalfathinn,3346,1463,171,2019-05-02 22:50:02
900,11,undpindonesia,21744,76,1009,2019-05-02 22:55:03
901,11,undpindonesia,21744,76,1009,2019-05-02 22:55:03
902,7,jokowi,19821020,0,1309,2019-05-02 23:10:02
903,7,jokowi,19821020,0,1309,2019-05-02 23:10:02
904,4,selaras.travel,583,1663,60,2019-05-02 23:35:02
905,4,selaras.travel,583,1663,60,2019-05-02 23:35:02
906,10,jkt48,290067,90,697,2019-05-02 23:40:03
907,10,jkt48,290067,90,697,2019-05-02 23:40:03
908,1,awkarin,4396180,448,5203,2019-05-02 23:45:02
909,1,awkarin,4396180,448,5203,2019-05-02 23:45:02
910,2,raditya_dika,12599451,334,4057,2019-05-02 23:55:02
911,2,raditya_dika,12599451,334,4057,2019-05-02 23:55:02
912,6,emmaafifah99,269,694,2,2019-05-03 12:15:02
913,12,bryanerfandaputra,3494,688,32,2019-05-03 12:20:02
914,14,crmegl,327,228,20,2019-05-03 12:25:02
915,14,crmegl,326,228,20,2019-05-03 00:10:03
916,13,lambe_turah,6638982,7,6979,2019-05-03 12:35:02
917,5,emmaafifah,1677,259,7,2019-05-03 12:40:03
918,3,milhamrk,1140,203,0,2019-05-03 12:50:02
919,8,garudarevolution,403659,907,7785,2019-05-03 11:00:09
920,9,naufalfathinn,3345,1461,171,2019-05-03 11:05:02
921,11,undpindonesia,21757,75,1010,2019-05-03 11:10:03
922,7,jokowi,19848955,0,1310,2019-05-03 11:25:03
923,4,selaras.travel,585,1665,60,2019-05-03 11:55:03
924,10,jkt48,290158,90,698,2019-05-03 12:00:03
925,1,awkarin,4397136,448,5208,2019-05-03 12:05:02
926,2,raditya_dika,12603992,334,4061,2019-05-03 12:10:03
927,8,garudarevolution,403667,907,7785,2019-05-03 13:05:03
928,8,garudarevolution,403667,907,7785,2019-05-03 13:05:03
929,9,naufalfathinn,3345,1461,171,2019-05-03 13:10:03
930,9,naufalfathinn,3345,1461,171,2019-05-03 13:10:03
931,11,undpindonesia,21761,75,1010,2019-05-03 13:15:03
932,11,undpindonesia,21761,75,1010,2019-05-03 13:15:03
933,7,jokowi,19852569,0,1310,2019-05-03 13:30:02
934,7,jokowi,19852569,0,1310,2019-05-03 13:30:02
935,4,selaras.travel,585,1665,60,2019-05-03 13:55:03
936,4,selaras.travel,585,1665,60,2019-05-03 13:55:03
937,10,jkt48,290175,90,698,2019-05-03 14:00:03
938,10,jkt48,290175,90,698,2019-05-03 14:00:03
939,1,awkarin,4397253,448,5208,2019-05-03 14:05:02
940,1,awkarin,4397253,448,5208,2019-05-03 14:05:02
941,2,raditya_dika,12604806,334,4061,2019-05-03 14:15:03
942,2,raditya_dika,12604806,334,4061,2019-05-03 14:15:03
943,6,emmaafifah99,269,694,2,2019-05-03 14:20:03
944,6,emmaafifah99,269,694,2,2019-05-03 14:20:03
945,12,bryanerfandaputra,3494,688,32,2019-05-03 14:25:02
946,12,bryanerfandaputra,3494,688,32,2019-05-03 14:25:02
947,14,crmegl,327,228,20,2019-05-03 14:30:03
948,14,crmegl,327,228,20,2019-05-03 14:30:03
949,13,lambe_turah,6639236,7,6979,2019-05-03 14:35:02
950,13,lambe_turah,6639236,7,6979,2019-05-03 14:35:02
951,5,emmaafifah,1677,259,7,2019-05-03 14:45:02
952,5,emmaafifah,1677,259,7,2019-05-03 14:45:02
953,3,milhamrk,1140,203,0,2019-05-03 14:50:03
954,3,milhamrk,1140,203,0,2019-05-03 14:50:03
955,8,garudarevolution,403668,907,7785,2019-05-03 15:05:03
956,8,garudarevolution,403668,907,7785,2019-05-03 15:05:03
957,9,naufalfathinn,3345,1461,171,2019-05-03 15:10:03
958,9,naufalfathinn,3345,1461,171,2019-05-03 15:10:03
959,11,undpindonesia,21762,75,1010,2019-05-03 15:15:03
960,11,undpindonesia,21762,75,1010,2019-05-03 15:15:03
961,7,jokowi,19854665,0,1310,2019-05-03 15:30:03
962,7,jokowi,19854665,0,1310,2019-05-03 15:30:03
963,4,selaras.travel,585,1657,60,2019-05-03 16:00:03
964,4,selaras.travel,585,1657,60,2019-05-03 16:00:03
965,10,jkt48,290177,90,698,2019-05-03 16:05:02
966,10,jkt48,290177,90,698,2019-05-03 16:05:02
967,1,awkarin,4397314,448,5208,2019-05-03 16:10:03
968,1,awkarin,4397314,448,5208,2019-05-03 16:10:03
969,2,raditya_dika,12605293,334,4061,2019-05-03 16:20:03
970,2,raditya_dika,12605293,334,4061,2019-05-03 16:20:03
971,6,emmaafifah99,269,693,2,2019-05-03 16:25:03
972,6,emmaafifah99,269,693,2,2019-05-03 16:25:03
973,12,bryanerfandaputra,3494,688,32,2019-05-03 16:30:06
974,12,bryanerfandaputra,3494,688,32,2019-05-03 16:30:06
975,14,crmegl,327,228,20,2019-05-03 16:35:04
976,14,crmegl,327,228,20,2019-05-03 16:35:04
977,13,lambe_turah,6639352,7,6979,2019-05-03 16:40:03
978,13,lambe_turah,6639352,7,6979,2019-05-03 16:40:03
979,5,emmaafifah,1677,259,7,2019-05-03 16:50:03
980,5,emmaafifah,1677,259,7,2019-05-03 16:50:03
981,3,milhamrk,1141,203,0,2019-05-03 16:55:03
982,3,milhamrk,1141,203,0,2019-05-03 16:55:03
983,8,garudarevolution,403662,907,7785,2019-05-03 17:05:10
984,8,garudarevolution,403662,907,7785,2019-05-03 17:05:10
985,9,naufalfathinn,3346,1461,171,2019-05-03 17:10:03
986,9,naufalfathinn,3346,1461,171,2019-05-03 17:10:03
987,11,undpindonesia,21762,75,1010,2019-05-03 17:15:08
988,11,undpindonesia,21762,75,1010,2019-05-03 17:15:08
989,7,jokowi,19848105,0,1310,2019-05-03 17:30:03
990,7,jokowi,19848105,0,1310,2019-05-03 17:30:03
991,4,selaras.travel,585,1657,60,2019-05-03 18:00:03
992,4,selaras.travel,585,1657,60,2019-05-03 18:00:03
993,10,jkt48,290178,90,698,2019-05-03 18:05:02
994,10,jkt48,290178,90,698,2019-05-03 18:05:02
995,1,awkarin,4397385,448,5208,2019-05-03 18:10:03
996,1,awkarin,4397385,448,5208,2019-05-03 18:10:03
997,2,raditya_dika,12605630,334,4061,2019-05-03 18:25:02
998,2,raditya_dika,12605630,334,4061,2019-05-03 18:25:02
999,6,emmaafifah99,269,693,2,2019-05-03 18:30:03
1000,6,emmaafifah99,269,693,2,2019-05-03 18:30:03
1001,12,bryanerfandaputra,3494,689,32,2019-05-03 18:35:02
1002,12,bryanerfandaputra,3494,689,32,2019-05-03 18:35:02
1003,14,crmegl,327,228,20,2019-05-03 18:40:09
1004,14,crmegl,327,228,20,2019-05-03 18:40:09
1005,13,lambe_turah,6639445,7,6979,2019-05-03 18:45:01
1006,13,lambe_turah,6639445,7,6979,2019-05-03 18:45:01
1007,5,emmaafifah,1677,259,7,2019-05-03 18:50:03
1008,5,emmaafifah,1677,259,7,2019-05-03 18:50:03
1009,3,milhamrk,1141,203,0,2019-05-03 18:55:25
1010,8,garudarevolution,403655,907,7785,2019-05-03 19:10:03
1011,8,garudarevolution,403655,907,7785,2019-05-03 19:10:03
1012,9,naufalfathinn,3345,1462,171,2019-05-03 19:15:02
1013,9,naufalfathinn,3345,1462,171,2019-05-03 19:15:02
1014,11,undpindonesia,21762,75,1010,2019-05-03 19:20:03
1015,11,undpindonesia,21762,75,1010,2019-05-03 19:20:03
1016,7,jokowi,19857681,0,1310,2019-05-03 19:30:05
1017,7,jokowi,19857681,0,1310,2019-05-03 19:30:05
1018,4,selaras.travel,584,1657,60,2019-05-03 20:00:03
1019,4,selaras.travel,584,1657,60,2019-05-03 20:00:03
1020,10,jkt48,290179,90,698,2019-05-03 20:05:02
1021,10,jkt48,290179,90,698,2019-05-03 20:05:02
1022,1,awkarin,4397455,448,5208,2019-05-03 20:10:03
1023,1,awkarin,4397455,448,5208,2019-05-03 20:10:03
1024,2,raditya_dika,12606184,334,4061,2019-05-03 20:25:02
1025,2,raditya_dika,12606184,334,4061,2019-05-03 20:25:02
1026,6,emmaafifah99,269,694,2,2019-05-03 20:30:03
1027,6,emmaafifah99,269,694,2,2019-05-03 20:30:03
1028,12,bryanerfandaputra,3494,689,32,2019-05-03 20:35:02
1029,12,bryanerfandaputra,3494,689,32,2019-05-03 20:35:02
1030,14,crmegl,327,228,20,2019-05-03 20:45:03
1031,14,crmegl,327,228,20,2019-05-03 20:45:03
1032,13,lambe_turah,6639650,7,6979,2019-05-03 20:50:02
1033,13,lambe_turah,6639650,7,6979,2019-05-03 20:50:02
1034,5,emmaafifah,1676,259,7,2019-05-03 20:55:03
1035,5,emmaafifah,1676,259,7,2019-05-03 20:55:03
1036,3,milhamrk,1140,203,0,2019-05-03 21:00:03
1037,3,milhamrk,1140,203,0,2019-05-03 21:00:03
1038,8,garudarevolution,403651,907,7785,2019-05-03 21:15:02
1039,8,garudarevolution,403651,907,7785,2019-05-03 21:15:02
1040,9,naufalfathinn,3345,1461,171,2019-05-03 21:20:03
1041,9,naufalfathinn,3345,1461,171,2019-05-03 21:20:03
1042,11,undpindonesia,21762,75,1010,2019-05-03 21:25:02
1043,11,undpindonesia,21762,75,1010,2019-05-03 21:25:02
1044,7,jokowi,19852633,0,1310,2019-05-03 21:35:02
1045,7,jokowi,19852632,0,1310,2019-05-03 21:35:02
1046,4,selaras.travel,584,1657,60,2019-05-03 22:05:02
1047,4,selaras.travel,584,1657,60,2019-05-03 22:05:02
1048,10,jkt48,290191,90,698,2019-05-03 22:10:03
1049,10,jkt48,290191,90,698,2019-05-03 22:10:03
1050,1,awkarin,4397593,447,5208,2019-05-03 22:15:02
1051,1,awkarin,4397593,447,5208,2019-05-03 22:15:02
1052,2,raditya_dika,12607021,334,4061,2019-05-03 22:25:03
1053,2,raditya_dika,12607021,334,4061,2019-05-03 22:25:03
1054,6,emmaafifah99,269,694,2,2019-05-03 22:30:03
1055,6,emmaafifah99,269,694,2,2019-05-03 22:30:03
1056,12,bryanerfandaputra,3494,689,32,2019-05-03 22:35:02
1057,12,bryanerfandaputra,3494,689,32,2019-05-03 22:35:02
1058,14,crmegl,326,228,20,2019-05-03 22:50:02
1059,14,crmegl,326,228,20,2019-05-03 22:50:02
1060,13,lambe_turah,6639939,7,6980,2019-05-03 22:55:03
1061,13,lambe_turah,6639939,7,6980,2019-05-03 22:55:03
1062,5,emmaafifah,1676,259,7,2019-05-03 23:00:03
1063,5,emmaafifah,1676,259,7,2019-05-03 23:00:03
1064,3,milhamrk,1140,203,0,2019-05-03 23:05:02
1065,3,milhamrk,1140,203,0,2019-05-03 23:05:02
1066,8,garudarevolution,403655,907,7787,2019-05-03 23:15:03
1067,8,garudarevolution,403655,907,7787,2019-05-03 23:15:03
1068,9,naufalfathinn,3347,1461,171,2019-05-03 23:20:03
1069,9,naufalfathinn,3347,1461,171,2019-05-03 23:20:03
1070,11,undpindonesia,21763,75,1010,2019-05-03 23:25:02
1071,11,undpindonesia,21763,75,1010,2019-05-03 23:25:02
1072,7,jokowi,19856069,0,1310,2019-05-03 23:40:02
1073,7,jokowi,19856069,0,1310,2019-05-03 23:40:02
1074,4,selaras.travel,585,1670,60,2019-05-04 12:20:03
1075,4,selaras.travel,583,1657,60,2019-05-04 00:05:02
1076,10,jkt48,290342,90,698,2019-05-04 12:25:02
1077,1,awkarin,4398790,447,5213,2019-05-04 12:30:03
1078,2,raditya_dika,12611866,334,4064,2019-05-04 12:35:02
1079,6,emmaafifah99,268,693,2,2019-05-04 12:40:03
1080,12,bryanerfandaputra,3499,690,32,2019-05-04 12:50:03
1081,12,bryanerfandaputra,3494,689,32,2019-05-04 00:40:03
1082,14,crmegl,327,228,20,2019-05-04 11:00:03
1083,13,lambe_turah,6641639,7,6990,2019-05-04 11:05:03
1084,5,emmaafifah,1676,259,7,2019-05-04 11:10:03
1085,3,milhamrk,1141,203,0,2019-05-04 11:15:03
1086,3,milhamrk,1140,203,0,2019-05-04 01:10:03
1087,8,garudarevolution,403670,908,7796,2019-05-04 11:20:03
1088,9,naufalfathinn,3356,1462,171,2019-05-04 11:25:03
1089,11,undpindonesia,21761,75,1010,2019-05-04 11:35:02
1090,7,jokowi,19880431,0,1310,2019-05-04 11:55:02
1091,14,crmegl,327,228,20,2019-05-04 13:05:02
1092,14,crmegl,327,228,20,2019-05-04 13:05:02
1093,13,lambe_turah,6641914,7,6990,2019-05-04 13:10:03
1094,13,lambe_turah,6641914,7,6990,2019-05-04 13:10:03
1095,5,emmaafifah,1676,259,7,2019-05-04 13:15:02
1096,5,emmaafifah,1676,259,7,2019-05-04 13:15:02
1097,3,milhamrk,1141,203,0,2019-05-04 13:20:03
1098,3,milhamrk,1141,203,0,2019-05-04 13:20:03
1099,8,garudarevolution,403666,908,7797,2019-05-04 13:25:02
1100,8,garudarevolution,403666,908,7797,2019-05-04 13:25:02
1101,9,naufalfathinn,3358,1463,171,2019-05-04 13:30:03
1102,9,naufalfathinn,3358,1463,171,2019-05-04 13:30:03
1103,11,undpindonesia,21761,75,1010,2019-05-04 13:35:02
1104,11,undpindonesia,21761,75,1010,2019-05-04 13:35:02
1105,7,jokowi,19883442,0,1310,2019-05-04 13:55:02
1106,7,jokowi,19883442,0,1310,2019-05-04 13:55:02
1107,4,selaras.travel,585,1670,60,2019-05-04 14:20:03
1108,4,selaras.travel,585,1670,60,2019-05-04 14:20:03
1109,10,jkt48,290356,90,698,2019-05-04 14:25:03
1110,10,jkt48,290356,90,698,2019-05-04 14:25:03
1111,1,awkarin,4398943,447,5213,2019-05-04 14:30:05
1112,1,awkarin,4398943,447,5213,2019-05-04 14:30:05
1113,2,raditya_dika,12612591,334,4064,2019-05-04 14:35:02
1114,2,raditya_dika,12612591,334,4064,2019-05-04 14:35:02
1115,6,emmaafifah99,268,693,2,2019-05-04 14:40:11
1116,6,emmaafifah99,268,693,2,2019-05-04 14:40:11
1117,12,bryanerfandaputra,3499,690,32,2019-05-04 14:50:03
1118,12,bryanerfandaputra,3499,690,32,2019-05-04 14:50:03
1119,14,crmegl,327,228,20,2019-05-04 15:05:02
1120,14,crmegl,327,228,20,2019-05-04 15:05:02
1121,13,lambe_turah,6642087,7,6990,2019-05-04 15:10:03
1122,13,lambe_turah,6642087,7,6990,2019-05-04 15:10:03
1123,5,emmaafifah,1676,259,7,2019-05-04 15:15:08
1124,5,emmaafifah,1676,259,7,2019-05-04 15:15:08
1125,3,milhamrk,1141,203,0,2019-05-04 15:20:03
1126,3,milhamrk,1141,203,0,2019-05-04 15:20:03
1127,8,garudarevolution,403663,908,7797,2019-05-04 15:25:02
1128,8,garudarevolution,403663,908,7797,2019-05-04 15:25:02
1129,9,naufalfathinn,3358,1463,171,2019-05-04 15:30:03
1130,9,naufalfathinn,3358,1463,171,2019-05-04 15:30:03
1131,11,undpindonesia,21760,75,1010,2019-05-04 15:35:02
1132,11,undpindonesia,21760,75,1010,2019-05-04 15:35:02
1133,7,jokowi,19885356,0,1310,2019-05-04 16:00:03
1134,7,jokowi,19885356,0,1310,2019-05-04 16:00:03
1135,4,selaras.travel,584,1670,60,2019-05-04 16:20:05
1136,4,selaras.travel,584,1670,60,2019-05-04 16:20:05
1137,10,jkt48,290366,90,698,2019-05-04 16:25:05
1138,10,jkt48,290366,90,698,2019-05-04 16:25:05
1139,1,awkarin,4398997,447,5213,2019-05-04 16:30:16
1140,1,awkarin,4398997,447,5213,2019-05-04 16:30:16
1141,2,raditya_dika,12613127,334,4064,2019-05-04 16:35:07
1142,2,raditya_dika,12613127,334,4064,2019-05-04 16:35:07
1143,6,emmaafifah99,268,693,2,2019-05-04 16:45:03
1144,6,emmaafifah99,268,693,2,2019-05-04 16:45:03
1145,12,bryanerfandaputra,3499,690,32,2019-05-04 16:50:03
1146,12,bryanerfandaputra,3499,690,32,2019-05-04 16:50:03
1147,14,crmegl,327,228,20,2019-05-04 17:05:02
1148,14,crmegl,327,228,20,2019-05-04 17:05:02
1149,13,lambe_turah,6642122,7,6990,2019-05-04 17:10:03
1150,13,lambe_turah,6642122,7,6990,2019-05-04 17:10:03
1151,5,emmaafifah,1676,259,7,2019-05-04 17:15:08
1152,5,emmaafifah,1676,259,7,2019-05-04 17:15:08
1153,3,milhamrk,1141,203,0,2019-05-04 17:20:03
1154,3,milhamrk,1141,203,0,2019-05-04 17:20:03
1155,8,garudarevolution,403663,908,7797,2019-05-04 17:25:04
1156,8,garudarevolution,403663,908,7797,2019-05-04 17:25:04
1157,9,naufalfathinn,3358,1463,171,2019-05-04 17:30:04
1158,9,naufalfathinn,3358,1463,171,2019-05-04 17:30:04
1159,11,undpindonesia,21760,75,1010,2019-05-04 17:35:02
1160,11,undpindonesia,21760,75,1010,2019-05-04 17:35:02
1161,7,jokowi,19879258,0,1310,2019-05-04 18:00:04
1162,7,jokowi,19879258,0,1310,2019-05-04 18:00:04
1163,4,selaras.travel,584,1670,60,2019-05-04 18:25:03
1164,4,selaras.travel,584,1670,60,2019-05-04 18:25:03
1165,10,jkt48,290371,90,698,2019-05-04 18:30:03
1166,10,jkt48,290371,90,698,2019-05-04 18:30:03
1167,1,awkarin,4399083,447,5213,2019-05-04 18:35:03
1168,1,awkarin,4399083,447,5213,2019-05-04 18:35:03
1169,2,raditya_dika,12613425,334,4064,2019-05-04 18:40:03
1170,2,raditya_dika,12613425,334,4064,2019-05-04 18:40:03
1171,6,emmaafifah99,268,693,2,2019-05-04 18:45:03
1172,6,emmaafifah99,268,693,2,2019-05-04 18:45:03
1173,12,bryanerfandaputra,3499,690,32,2019-05-04 18:50:03
1174,12,bryanerfandaputra,3499,690,32,2019-05-04 18:50:03
1175,14,crmegl,327,228,20,2019-05-04 19:05:02
1176,14,crmegl,327,228,20,2019-05-04 19:05:02
1177,13,lambe_turah,6642184,7,6990,2019-05-04 19:10:03
