id,instagram_user_id,username,followers,following,uploads,date
1178,13,lambe_turah,6642184,7,6990,2019-05-04 19:10:03
1179,5,emmaafifah,1676,259,7,2019-05-04 19:20:03
1180,5,emmaafifah,1676,259,7,2019-05-04 19:20:03
1181,3,milhamrk,1141,203,0,2019-05-04 19:25:03
1182,3,milhamrk,1141,203,0,2019-05-04 19:25:03
1183,8,garudarevolution,403664,907,7797,2019-05-04 19:30:03
1184,8,garudarevolution,403664,907,7797,2019-05-04 19:30:03
1185,9,naufalfathinn,3358,1463,171,2019-05-04 19:35:03
1186,9,naufalfathinn,3358,1463,171,2019-05-04 19:35:03
1187,11,undpindonesia,21762,75,1010,2019-05-04 19:40:03
1188,11,undpindonesia,21762,75,1010,2019-05-04 19:40:03
1189,7,jokowi,19881263,0,1310,2019-05-04 20:05:03
1190,7,jokowi,19881264,0,1310,2019-05-04 20:05:03
1191,4,selaras.travel,584,1671,60,2019-05-04 20:30:03
1192,4,selaras.travel,584,1671,60,2019-05-04 20:30:03
1193,10,jkt48,290374,90,698,2019-05-04 20:35:03
1194,10,jkt48,290374,90,698,2019-05-04 20:35:03
1195,1,awkarin,4399158,447,5213,2019-05-04 20:40:03
1196,1,awkarin,4399158,447,5213,2019-05-04 20:40:03
1197,2,raditya_dika,12614065,334,4064,2019-05-04 20:45:03
1198,2,raditya_dika,12614065,334,4064,2019-05-04 20:45:03
1199,6,emmaafifah99,268,693,2,2019-05-04 20:50:03
1200,6,emmaafifah99,268,693,2,2019-05-04 20:50:03
1201,12,bryanerfandaputra,3500,690,32,2019-05-04 20:55:03
1202,12,bryanerfandaputra,3500,690,32,2019-05-04 20:55:03
1203,14,crmegl,327,228,20,2019-05-04 21:05:02
1204,14,crmegl,327,228,20,2019-05-04 21:05:02
1205,13,lambe_turah,6642319,7,6990,2019-05-04 21:10:03
1206,13,lambe_turah,6642319,7,6990,2019-05-04 21:10:03
1207,5,emmaafifah,1676,260,7,2019-05-04 21:20:04
1208,5,emmaafifah,1676,260,7,2019-05-04 21:20:04
1209,3,milhamrk,1141,203,0,2019-05-04 21:25:03
1210,3,milhamrk,1141,203,0,2019-05-04 21:25:03
1211,8,garudarevolution,403661,907,7797,2019-05-04 21:30:03
1212,8,garudarevolution,403661,907,7797,2019-05-04 21:30:03
1213,9,naufalfathinn,3357,1463,171,2019-05-04 21:35:03
1214,9,naufalfathinn,3357,1463,171,2019-05-04 21:35:03
1215,11,undpindonesia,21762,75,1010,2019-05-04 21:40:04
1216,11,undpindonesia,21762,75,1010,2019-05-04 21:40:04
1217,7,jokowi,19884240,0,1310,2019-05-04 22:10:04
1218,7,jokowi,19884237,0,1310,2019-05-04 22:10:04
1219,4,selaras.travel,584,1671,60,2019-05-04 22:30:03
1220,4,selaras.travel,584,1671,60,2019-05-04 22:30:03
1221,10,jkt48,290386,90,698,2019-05-04 22:35:03
1222,10,jkt48,290386,90,698,2019-05-04 22:35:03
1223,1,awkarin,4399298,447,5213,2019-05-04 22:40:03
1224,1,awkarin,4399298,447,5213,2019-05-04 22:40:03
1225,2,raditya_dika,12614831,334,4064,2019-05-04 22:45:03
1226,2,raditya_dika,12614831,334,4064,2019-05-04 22:45:03
1227,6,emmaafifah99,268,693,2,2019-05-04 22:50:03
1228,6,emmaafifah99,268,693,2,2019-05-04 22:50:03
1229,12,bryanerfandaputra,3500,691,32,2019-05-04 22:55:03
1230,12,bryanerfandaputra,3500,691,32,2019-05-04 22:55:03
1231,14,crmegl,327,228,20,2019-05-04 23:05:03
1232,14,crmegl,327,228,20,2019-05-04 23:05:03
1233,13,lambe_turah,6642489,7,6991,2019-05-04 23:10:03
1234,13,lambe_turah,6642489,7,6991,2019-05-04 23:10:03
1235,5,emmaafifah,1676,260,7,2019-05-04 23:25:04
1236,5,emmaafifah,1676,260,7,2019-05-04 23:25:04
1237,3,milhamrk,1141,202,0,2019-05-04 23:30:03
1238,3,milhamrk,1141,202,0,2019-05-04 23:30:03
1239,8,garudarevolution,403654,907,7798,2019-05-04 23:35:05
1240,8,garudarevolution,403654,907,7798,2019-05-04 23:35:05
1241,9,naufalfathinn,3357,1463,171,2019-05-04 23:40:04
1242,9,naufalfathinn,3357,1463,171,2019-05-04 23:40:04
1243,11,undpindonesia,21764,75,1010,2019-05-04 23:45:03
1244,11,undpindonesia,21764,75,1010,2019-05-04 23:45:03
1245,7,jokowi,19911307,0,1312,2019-05-05 12:25:02
1246,4,selaras.travel,581,1671,60,2019-05-05 12:55:03
1247,10,jkt48,290494,89,698,2019-05-05 10:55:02
1248,1,awkarin,4399918,447,5220,2019-05-05 11:00:04
1249,2,raditya_dika,12619800,334,4065,2019-05-05 11:05:01
1250,6,emmaafifah99,269,694,2,2019-05-05 11:10:04
1251,12,bryanerfandaputra,3501,693,32,2019-05-05 11:15:03
1252,14,crmegl,327,228,20,2019-05-05 11:20:03
1253,13,lambe_turah,6643530,7,7000,2019-05-05 11:25:03
1254,5,emmaafifah,1677,260,7,2019-05-05 11:40:04
1255,3,milhamrk,1142,203,0,2019-05-05 11:50:04
1256,3,milhamrk,1142,203,0,2019-05-05 01:35:03
1257,8,garudarevolution,403660,907,7813,2019-05-05 11:55:04
1258,9,naufalfathinn,3359,1466,171,2019-05-05 12:00:03
1259,11,undpindonesia,21766,75,1010,2019-05-05 12:05:02
1260,10,jkt48,290504,89,698,2019-05-05 13:00:04
1261,10,jkt48,290504,89,698,2019-05-05 13:00:04
1262,1,awkarin,4400129,447,5220,2019-05-05 13:05:03
1263,1,awkarin,4400129,447,5220,2019-05-05 13:05:03
1264,2,raditya_dika,12620880,334,4065,2019-05-05 13:10:03
1265,2,raditya_dika,12620880,334,4065,2019-05-05 13:10:03
1266,6,emmaafifah99,269,694,2,2019-05-05 13:15:03
1267,6,emmaafifah99,269,694,2,2019-05-05 13:15:03
1268,12,bryanerfandaputra,3501,693,32,2019-05-05 13:20:04
1269,12,bryanerfandaputra,3501,693,32,2019-05-05 13:20:04
1270,14,crmegl,327,228,20,2019-05-05 13:25:02
1271,14,crmegl,327,228,20,2019-05-05 13:25:02
1272,13,lambe_turah,6643668,7,7000,2019-05-05 13:30:03
1273,13,lambe_turah,6643668,7,7000,2019-05-05 13:30:03
1274,5,emmaafifah,1677,260,7,2019-05-05 13:45:03
1275,5,emmaafifah,1677,260,7,2019-05-05 13:45:03
1276,3,milhamrk,1142,203,0,2019-05-05 13:55:03
1277,3,milhamrk,1142,203,0,2019-05-05 13:55:03
1278,8,garudarevolution,403669,908,7813,2019-05-05 14:00:03
1279,8,garudarevolution,403669,908,7813,2019-05-05 14:00:03
1280,9,naufalfathinn,3359,1466,171,2019-05-05 14:05:03
1281,9,naufalfathinn,3359,1466,171,2019-05-05 14:05:03
1282,11,undpindonesia,21768,75,1010,2019-05-05 14:10:02
1283,11,undpindonesia,21768,75,1010,2019-05-05 14:10:02
1284,7,jokowi,19913853,0,1312,2019-05-05 14:25:02
1285,7,jokowi,19913852,0,1312,2019-05-05 14:25:02
1286,4,selaras.travel,581,1671,60,2019-05-05 15:00:03
1287,4,selaras.travel,581,1671,60,2019-05-05 15:00:03
1288,10,jkt48,290516,89,698,2019-05-05 15:05:03
1289,10,jkt48,290516,89,698,2019-05-05 15:05:03
1290,1,awkarin,4400224,447,5220,2019-05-05 15:10:06
1291,2,raditya_dika,12621470,334,4065,2019-05-05 15:10:06
1292,6,emmaafifah99,269,694,2,2019-05-05 15:20:03
1293,6,emmaafifah99,269,694,2,2019-05-05 15:20:03
1294,12,bryanerfandaputra,3501,693,32,2019-05-05 15:25:02
1295,12,bryanerfandaputra,3501,693,32,2019-05-05 15:25:02
1296,14,crmegl,326,229,20,2019-05-05 15:30:03
1297,14,crmegl,326,229,20,2019-05-05 15:30:03
1298,13,lambe_turah,6643735,7,7000,2019-05-05 15:35:03
1299,13,lambe_turah,6643735,7,7000,2019-05-05 15:35:03
1300,5,emmaafifah,1677,260,7,2019-05-05 15:50:03
1301,5,emmaafifah,1677,260,7,2019-05-05 15:50:03
1302,3,milhamrk,1142,203,0,2019-05-05 15:55:03
1303,3,milhamrk,1142,203,0,2019-05-05 15:55:03
1304,8,garudarevolution,403675,908,7813,2019-05-05 16:00:03
1305,8,garudarevolution,403675,908,7813,2019-05-05 16:00:03
1306,9,naufalfathinn,3358,1466,171,2019-05-05 16:05:03
1307,9,naufalfathinn,3358,1466,171,2019-05-05 16:05:03
1308,11,undpindonesia,21770,75,1010,2019-05-05 16:10:03
1309,11,undpindonesia,21770,75,1010,2019-05-05 16:10:03
1310,7,jokowi,19910390,0,1312,2019-05-05 16:25:02
1311,7,jokowi,19910390,0,1312,2019-05-05 16:25:02
1312,4,selaras.travel,583,1671,60,2019-05-05 17:00:25
1313,4,selaras.travel,583,1671,60,2019-05-05 17:00:24
1314,10,jkt48,290529,89,698,2019-05-05 17:05:18
1315,10,jkt48,290529,89,698,2019-05-05 17:05:18
1316,1,awkarin,4400276,447,5220,2019-05-05 17:15:03
1317,1,awkarin,4400276,447,5220,2019-05-05 17:15:03
1318,2,raditya_dika,12622053,334,4065,2019-05-05 17:20:03
1319,2,raditya_dika,12622053,334,4065,2019-05-05 17:20:03
1320,6,emmaafifah99,269,694,2,2019-05-05 17:25:17
1321,6,emmaafifah99,269,694,2,2019-05-05 17:25:18
1322,12,bryanerfandaputra,3501,693,32,2019-05-05 17:30:37
1323,12,bryanerfandaputra,3501,693,32,2019-05-05 17:30:37
1324,14,crmegl,326,229,20,2019-05-05 17:35:02
1325,14,crmegl,326,229,20,2019-05-05 17:35:02
1326,13,lambe_turah,6643746,7,7000,2019-05-05 17:40:06
1327,5,emmaafifah,1678,260,7,2019-05-05 17:50:06
1328,5,emmaafifah,1678,260,7,2019-05-05 17:50:06
1329,3,milhamrk,1142,203,0,2019-05-05 17:55:07
1330,3,milhamrk,1142,203,0,2019-05-05 17:55:07
1331,8,garudarevolution,403672,907,7814,2019-05-05 18:00:11
1332,9,naufalfathinn,3358,1466,171,2019-05-05 18:05:06
1333,11,undpindonesia,21769,75,1010,2019-05-05 18:10:16
1334,11,undpindonesia,21769,75,1010,2019-05-05 18:10:16
1335,7,jokowi,19912951,0,1312,2019-05-05 18:25:03
1336,4,selaras.travel,586,1672,60,2019-05-05 19:01:07
1337,4,selaras.travel,586,1672,60,2019-05-05 19:01:07
1338,10,jkt48,290547,89,698,2019-05-05 19:10:02
1339,10,jkt48,290547,89,698,2019-05-05 19:10:02
1340,1,awkarin,4400403,447,5220,2019-05-05 19:15:03
1341,2,raditya_dika,12622827,334,4065,2019-05-05 19:20:04
1342,2,raditya_dika,12622827,334,4065,2019-05-05 19:20:04
1343,6,emmaafifah99,269,694,2,2019-05-05 19:30:17
1344,6,emmaafifah99,269,694,2,2019-05-05 19:30:17
1345,12,bryanerfandaputra,3501,693,32,2019-05-05 19:35:03
1346,12,bryanerfandaputra,3501,693,32,2019-05-05 19:35:03
1347,14,crmegl,326,229,20,2019-05-05 19:40:16
1348,13,lambe_turah,6643827,7,7000,2019-05-05 19:45:06
1349,13,lambe_turah,6643827,7,7000,2019-05-05 19:45:06
1350,5,emmaafifah,1678,260,7,2019-05-05 19:53:01
1351,5,emmaafifah,1678,260,7,2019-05-05 19:53:01
1352,3,milhamrk,1142,203,0,2019-05-05 19:55:16
1353,3,milhamrk,1142,203,0,2019-05-05 19:55:16
1354,8,garudarevolution,403682,909,7814,2019-05-05 20:00:37
1355,8,garudarevolution,403682,909,7814,2019-05-05 20:00:37
1356,9,naufalfathinn,3358,1466,171,2019-05-05 20:05:18
1357,9,naufalfathinn,3358,1466,171,2019-05-05 20:05:18
1358,11,undpindonesia,21766,75,1010,2019-05-05 20:15:02
1359,11,undpindonesia,21766,75,1010,2019-05-05 20:15:02
1360,7,jokowi,19915475,0,1312,2019-05-05 20:25:11
1361,7,jokowi,19915474,0,1312,2019-05-05 20:25:11
1362,4,selaras.travel,586,1672,60,2019-05-05 21:05:15
1363,4,selaras.travel,586,1672,60,2019-05-05 21:05:15
1364,10,jkt48,290555,89,698,2019-05-05 21:10:03
1365,10,jkt48,290555,89,698,2019-05-05 21:10:03
1366,1,awkarin,4400532,447,5220,2019-05-05 21:15:04
1367,1,awkarin,4400532,447,5220,2019-05-05 21:15:04
1368,2,raditya_dika,12623653,334,4065,2019-05-05 21:25:05
1369,2,raditya_dika,12623653,334,4065,2019-05-05 21:25:05
1370,6,emmaafifah99,269,694,2,2019-05-05 21:35:02
1371,6,emmaafifah99,269,694,2,2019-05-05 21:35:02
1372,12,bryanerfandaputra,3499,693,32,2019-05-05 21:40:04
1373,12,bryanerfandaputra,3499,693,32,2019-05-05 21:40:04
1374,14,crmegl,326,229,20,2019-05-05 21:45:02
1375,14,crmegl,326,229,20,2019-05-05 21:45:02
1376,13,lambe_turah,6643950,7,7000,2019-05-05 21:50:04
1377,13,lambe_turah,6643950,7,7000,2019-05-05 21:50:04
1378,5,emmaafifah,1679,260,7,2019-05-05 21:55:03
1379,5,emmaafifah,1679,260,7,2019-05-05 21:55:03
1380,3,milhamrk,1142,203,0,2019-05-05 22:00:03
1381,3,milhamrk,1142,203,0,2019-05-05 22:00:03
1382,8,garudarevolution,403690,909,7814,2019-05-05 22:05:04
1383,8,garudarevolution,403690,909,7814,2019-05-05 22:05:04
1384,9,naufalfathinn,3358,1466,171,2019-05-05 22:10:04
1385,9,naufalfathinn,3358,1466,171,2019-05-05 22:10:04
1386,11,undpindonesia,21766,75,1010,2019-05-05 22:15:03
1387,11,undpindonesia,21766,75,1010,2019-05-05 22:15:03
1388,7,jokowi,19918977,0,1312,2019-05-05 22:30:03
1389,7,jokowi,19918977,0,1312,2019-05-05 22:30:03
1390,4,selaras.travel,587,1673,60,2019-05-05 23:10:03
1391,4,selaras.travel,587,1673,60,2019-05-05 23:10:03
1392,10,jkt48,290576,89,698,2019-05-05 23:15:02
1393,10,jkt48,290576,89,698,2019-05-05 23:15:02
1394,1,awkarin,4400637,447,5220,2019-05-05 23:20:03
1395,1,awkarin,4400637,447,5220,2019-05-05 23:20:03
1396,2,raditya_dika,12624825,334,4065,2019-05-05 23:30:04
1397,2,raditya_dika,12624825,334,4065,2019-05-05 23:30:04
1398,6,emmaafifah99,269,694,2,2019-05-05 23:35:03
1399,6,emmaafifah99,269,694,2,2019-05-05 23:35:03
1400,12,bryanerfandaputra,3498,693,32,2019-05-05 23:40:04
1401,12,bryanerfandaputra,3498,693,32,2019-05-05 23:40:04
1402,14,crmegl,326,229,20,2019-05-05 23:45:03
1403,14,crmegl,326,229,20,2019-05-05 23:45:03
1404,13,lambe_turah,6644088,7,7000,2019-05-05 23:55:03
1405,13,lambe_turah,6644088,7,7000,2019-05-05 23:55:03
1406,5,emmaafifah,1678,260,7,2019-05-06 12:25:03
1407,3,milhamrk,1142,203,0,2019-05-06 12:30:04
1408,8,garudarevolution,403787,908,7830,2019-05-06 12:35:03
1409,9,naufalfathinn,3365,1469,171,2019-05-06 12:40:04
1410,11,undpindonesia,21758,74,1010,2019-05-06 12:45:02
1411,7,jokowi,19945481,0,1314,2019-05-06 12:55:02
1412,7,jokowi,19922797,0,1313,2019-05-06 00:30:04
1413,4,selaras.travel,589,1724,61,2019-05-06 14:25:12
1414,10,jkt48,290689,89,700,2019-05-06 11:25:03
1415,1,awkarin,4401709,448,5223,2019-05-06 11:30:03
1416,2,raditya_dika,12637336,334,4067,2019-05-06 11:35:03
1417,2,raditya_dika,12625813,334,4065,2019-05-06 01:35:02
1418,6,emmaafifah99,270,694,2,2019-05-06 11:55:03
1419,12,bryanerfandaputra,3498,693,32,2019-05-06 12:05:03
1420,14,crmegl,328,229,20,2019-05-06 12:10:04
1421,13,lambe_turah,6642717,7,7012,2019-05-06 12:20:03
1422,4,selaras.travel,588,1721,61,2019-05-06 13:25:04
1423,4,selaras.travel,588,1721,61,2019-05-06 13:25:04
1424,10,jkt48,290697,89,700,2019-05-06 13:30:03
1425,10,jkt48,290697,89,700,2019-05-06 13:30:03
1426,1,awkarin,4401904,448,5223,2019-05-06 13:35:02
1427,1,awkarin,4401904,448,5223,2019-05-06 13:35:02
1428,2,raditya_dika,12638894,334,4067,2019-05-06 13:40:04
1429,2,raditya_dika,12638895,334,4067,2019-05-06 13:40:04
1430,6,emmaafifah99,270,694,2,2019-05-06 13:55:03
1431,6,emmaafifah99,270,694,2,2019-05-06 13:55:03
1432,12,bryanerfandaputra,3498,693,32,2019-05-06 14:05:03
1433,12,bryanerfandaputra,3498,693,32,2019-05-06 14:05:03
1434,14,crmegl,328,229,20,2019-05-06 14:15:03
1435,14,crmegl,328,229,20,2019-05-06 14:15:03
1436,13,lambe_turah,6642785,7,7012,2019-05-06 14:25:02
1437,13,lambe_turah,6642785,7,7012,2019-05-06 14:25:02
1438,5,emmaafifah,1678,260,7,2019-05-06 14:30:03
1439,5,emmaafifah,1678,260,7,2019-05-06 14:30:03
1440,3,milhamrk,1142,203,0,2019-05-06 14:35:03
1441,3,milhamrk,1142,203,0,2019-05-06 14:35:03
1442,8,garudarevolution,403790,908,7830,2019-05-06 14:40:04
1443,8,garudarevolution,403790,908,7830,2019-05-06 14:40:04
1444,9,naufalfathinn,3366,1469,171,2019-05-06 14:45:03
1445,9,naufalfathinn,3366,1469,171,2019-05-06 14:45:03
1446,11,undpindonesia,21758,74,1010,2019-05-06 14:50:04
1447,11,undpindonesia,21758,74,1010,2019-05-06 14:50:04
1448,7,jokowi,19947624,0,1314,2019-05-06 15:00:04
1449,7,jokowi,19947624,0,1314,2019-05-06 15:00:04
1450,10,jkt48,290706,89,700,2019-05-06 15:30:03
1451,10,jkt48,290706,89,700,2019-05-06 15:30:03
1452,1,awkarin,4401976,448,5223,2019-05-06 15:35:02
1453,1,awkarin,4401976,448,5223,2019-05-06 15:35:02
1454,2,raditya_dika,12639682,334,4067,2019-05-06 15:45:03
1455,2,raditya_dika,12639682,334,4067,2019-05-06 15:45:03
1456,6,emmaafifah99,270,694,2,2019-05-06 15:55:04
1457,6,emmaafifah99,270,694,2,2019-05-06 15:55:04
1458,12,bryanerfandaputra,3497,693,32,2019-05-06 16:05:03
1459,12,bryanerfandaputra,3497,693,32,2019-05-06 16:05:03
1460,14,crmegl,327,229,20,2019-05-06 16:20:02
1461,14,crmegl,327,229,20,2019-05-06 16:20:02
1462,13,lambe_turah,6642846,7,7012,2019-05-06 16:25:03
1463,13,lambe_turah,6642846,7,7012,2019-05-06 16:25:03
1464,4,selaras.travel,589,1724,61,2019-05-06 16:30:03
1465,4,selaras.travel,589,1724,61,2019-05-06 16:30:03
1466,5,emmaafifah,1678,260,7,2019-05-06 16:35:03
1467,5,emmaafifah,1678,260,7,2019-05-06 16:35:03
1468,3,milhamrk,1142,203,0,2019-05-06 16:40:03
1469,3,milhamrk,1142,203,0,2019-05-06 16:40:03
1470,8,garudarevolution,403789,908,7830,2019-05-06 16:45:03
1471,8,garudarevolution,403789,908,7830,2019-05-06 16:45:03
1472,9,naufalfathinn,3366,1469,171,2019-05-06 16:50:03
1473,9,naufalfathinn,3366,1469,171,2019-05-06 16:50:03
1474,11,undpindonesia,21761,74,1010,2019-05-06 16:55:03
1475,11,undpindonesia,21761,74,1010,2019-05-06 16:55:03
1476,7,jokowi,19943563,0,1314,2019-05-06 17:05:02
1477,7,jokowi,19943564,0,1314,2019-05-06 17:05:02
1478,10,jkt48,290721,89,700,2019-05-06 17:30:04
1479,10,jkt48,290721,89,700,2019-05-06 17:30:04
1480,1,awkarin,4402071,448,5223,2019-05-06 17:35:03
1481,1,awkarin,4402071,448,5223,2019-05-06 17:35:03
1482,2,raditya_dika,12640830,334,4067,2019-05-06 17:50:04
1483,2,raditya_dika,12640830,334,4067,2019-05-06 17:50:04
1484,6,emmaafifah99,270,694,2,2019-05-06 18:00:03
1485,6,emmaafifah99,270,694,2,2019-05-06 18:00:03
1486,12,bryanerfandaputra,3497,693,32,2019-05-06 18:05:03
1487,12,bryanerfandaputra,3497,693,32,2019-05-06 18:05:03
1488,14,crmegl,328,229,20,2019-05-06 18:20:03
1489,14,crmegl,328,229,20,2019-05-06 18:20:03
1490,13,lambe_turah,6642872,7,7012,2019-05-06 18:25:03
1491,13,lambe_turah,6642872,7,7012,2019-05-06 18:25:03
1492,4,selaras.travel,591,1736,50,2019-05-06 18:30:03
1493,4,selaras.travel,591,1736,50,2019-05-06 18:30:03
1494,5,emmaafifah,1678,260,7,2019-05-06 18:40:03
1495,5,emmaafifah,1678,260,7,2019-05-06 18:40:03
1496,3,milhamrk,1142,203,0,2019-05-06 18:45:02
1497,3,milhamrk,1142,203,0,2019-05-06 18:45:02
1498,8,garudarevolution,403781,909,7832,2019-05-06 18:50:03
1499,8,garudarevolution,403781,909,7832,2019-05-06 18:50:03
1500,9,naufalfathinn,3364,1469,171,2019-05-06 18:55:03
1501,9,naufalfathinn,3364,1469,171,2019-05-06 18:55:03
1502,11,undpindonesia,21760,74,1010,2019-05-06 19:00:03
1503,11,undpindonesia,21760,74,1010,2019-05-06 19:00:03
1504,7,jokowi,19945955,0,1314,2019-05-06 19:10:04
1505,7,jokowi,19945955,0,1314,2019-05-06 19:10:04
1506,10,jkt48,290731,89,700,2019-05-06 19:35:04
1507,10,jkt48,290731,89,700,2019-05-06 19:35:04
1508,1,awkarin,4402268,448,5223,2019-05-06 19:40:04
1509,1,awkarin,4402268,448,5223,2019-05-06 19:40:04
1510,2,raditya_dika,12642174,334,4067,2019-05-06 19:50:08
1511,2,raditya_dika,12642174,334,4067,2019-05-06 19:50:08
1512,6,emmaafifah99,270,694,2,2019-05-06 20:00:03
1513,6,emmaafifah99,270,694,2,2019-05-06 20:00:03
1514,12,bryanerfandaputra,3497,693,32,2019-05-06 20:10:21
1515,12,bryanerfandaputra,3497,693,32,2019-05-06 20:10:21
1516,14,crmegl,328,229,20,2019-05-06 20:25:03
1517,13,lambe_turah,6642944,7,7012,2019-05-06 20:25:05
1518,4,selaras.travel,591,1736,50,2019-05-06 20:30:12
1519,4,selaras.travel,591,1736,50,2019-05-06 20:30:12
1520,5,emmaafifah,1678,260,7,2019-05-06 20:40:03
1521,5,emmaafifah,1678,260,7,2019-05-06 20:40:03
1522,3,milhamrk,1142,203,0,2019-05-06 20:45:12
1523,3,milhamrk,1142,203,0,2019-05-06 20:45:12
1524,8,garudarevolution,403781,909,7832,2019-05-06 20:50:03
1525,8,garudarevolution,403781,909,7832,2019-05-06 20:50:03
1526,9,naufalfathinn,3364,1469,171,2019-05-06 20:55:03
1527,9,naufalfathinn,3364,1469,171,2019-05-06 20:55:03
1528,11,undpindonesia,21759,74,1010,2019-05-06 21:00:03
1529,11,undpindonesia,21759,74,1010,2019-05-06 21:00:03
1530,7,jokowi,19948744,0,1314,2019-05-06 21:15:02
1531,7,jokowi,19948744,0,1314,2019-05-06 21:15:02
1532,10,jkt48,290751,89,700,2019-05-06 21:40:03
1533,10,jkt48,290751,89,700,2019-05-06 21:40:03
1534,1,awkarin,4402434,448,5223,2019-05-06 21:45:03
1535,1,awkarin,4402434,448,5223,2019-05-06 21:45:03
1536,2,raditya_dika,12643664,334,4067,2019-05-06 21:55:09
1537,2,raditya_dika,12643664,334,4067,2019-05-06 21:55:09
1538,6,emmaafifah99,270,694,2,2019-05-06 22:00:04
1539,6,emmaafifah99,270,694,2,2019-05-06 22:00:04
1540,12,bryanerfandaputra,3497,693,32,2019-05-06 22:15:03
1541,12,bryanerfandaputra,3497,693,32,2019-05-06 22:15:03
1542,14,crmegl,328,229,20,2019-05-06 22:25:04
1543,14,crmegl,328,229,20,2019-05-06 22:25:04
1544,13,lambe_turah,6643015,7,7012,2019-05-06 22:30:03
1545,13,lambe_turah,6643015,7,7012,2019-05-06 22:30:03
1546,4,selaras.travel,591,1739,50,2019-05-06 22:35:02
1547,4,selaras.travel,591,1739,50,2019-05-06 22:35:02
1548,5,emmaafifah,1679,260,7,2019-05-06 22:40:04
1549,5,emmaafifah,1679,260,7,2019-05-06 22:40:04
1550,3,milhamrk,1142,203,0,2019-05-06 22:50:04
1551,3,milhamrk,1142,203,0,2019-05-06 22:50:04
1552,8,garudarevolution,403791,909,7832,2019-05-06 22:55:03
1553,8,garudarevolution,403791,909,7832,2019-05-06 22:55:03
1554,9,naufalfathinn,3364,1461,171,2019-05-06 23:00:03
1555,9,naufalfathinn,3364,1461,171,2019-05-06 23:00:03
1556,11,undpindonesia,21758,74,1010,2019-05-06 23:05:04
1557,11,undpindonesia,21758,74,1010,2019-05-06 23:05:04
1558,7,jokowi,19952129,0,1315,2019-05-06 23:15:03
1559,7,jokowi,19952129,0,1315,2019-05-06 23:15:03
1560,10,jkt48,290769,89,700,2019-05-06 23:40:03
1561,10,jkt48,290769,89,700,2019-05-06 23:40:03
1562,1,awkarin,4402669,448,5224,2019-05-06 23:45:03
1563,1,awkarin,4402669,448,5224,2019-05-06 23:45:03
1564,2,raditya_dika,12657618,334,4069,2019-05-07 12:20:03
1565,6,emmaafifah99,268,692,2,2019-05-07 12:25:03
1566,12,bryanerfandaputra,3496,691,31,2019-05-07 20:42:23
1567,14,crmegl,328,228,20,2019-05-07 12:35:03
1568,13,lambe_turah,6644183,7,7018,2019-05-07 12:40:04
1569,4,selaras.travel,609,1925,51,2019-05-07 12:45:03
1570,5,emmaafifah,1680,260,7,2019-05-07 10:55:04
1571,5,emmaafifah,1680,260,7,2019-05-07 00:45:07
1572,3,milhamrk,1141,203,0,2019-05-07 11:05:03
1573,8,garudarevolution,403848,909,7838,2019-05-07 11:10:04
1574,9,naufalfathinn,3362,1461,171,2019-05-07 11:15:03
1575,11,undpindonesia,21777,75,1010,2019-05-07 20:42:18
1576,7,jokowi,19975985,0,1317,2019-05-07 11:35:03
1577,10,jkt48,290935,89,700,2019-05-07 12:10:03
1578,1,awkarin,4404018,449,5231,2019-05-07 12:15:03
1579,5,emmaafifah,1680,260,7,2019-05-07 13:00:04
1580,5,emmaafifah,1680,260,7,2019-05-07 13:00:04
1581,3,milhamrk,1141,203,0,2019-05-07 13:05:03
1582,3,milhamrk,1141,203,0,2019-05-07 13:05:03
1583,8,garudarevolution,403847,909,7840,2019-05-07 13:15:03
1584,8,garudarevolution,403847,909,7840,2019-05-07 13:15:03
1585,9,naufalfathinn,3362,1461,171,2019-05-07 13:20:03
1586,9,naufalfathinn,3362,1461,171,2019-05-07 13:20:03
1587,11,undpindonesia,21776,75,1010,2019-05-07 13:25:02
1588,11,undpindonesia,21776,75,1010,2019-05-07 13:25:02
1589,7,jokowi,19979278,0,1317,2019-05-07 13:35:03
1590,7,jokowi,19979278,0,1317,2019-05-07 13:35:03
1591,10,jkt48,290950,89,700,2019-05-07 14:10:03
1592,10,jkt48,290950,89,700,2019-05-07 14:10:03
1593,1,awkarin,4404143,449,5231,2019-05-07 14:15:03
1594,1,awkarin,4404143,449,5231,2019-05-07 14:15:03
1595,2,raditya_dika,12658851,334,4069,2019-05-07 14:20:03
1596,2,raditya_dika,12658851,334,4069,2019-05-07 14:20:03
1597,6,emmaafifah99,268,692,2,2019-05-07 14:25:03
1598,6,emmaafifah99,268,692,2,2019-05-07 14:25:03
1599,12,bryanerfandaputra,3496,691,31,2019-05-07 14:35:04
1600,12,bryanerfandaputra,3496,691,31,2019-05-07 14:35:04
1601,14,crmegl,328,228,20,2019-05-07 14:40:04
1602,14,crmegl,328,228,20,2019-05-07 14:40:04
1603,13,lambe_turah,6644314,7,7018,2019-05-07 14:45:03
1604,13,lambe_turah,6644314,7,7018,2019-05-07 14:45:03
1605,4,selaras.travel,610,1930,51,2019-05-07 14:50:04
1606,4,selaras.travel,610,1930,51,2019-05-07 14:50:04
1607,5,emmaafifah,1681,260,7,2019-05-07 15:00:04
1608,5,emmaafifah,1681,260,7,2019-05-07 15:00:04
1609,3,milhamrk,1141,203,0,2019-05-07 15:05:03
